Date,Price,MA50,MA200
2023-01-12,463.29,473.37340000000006,449.6707
2023-01-13,465.67,472.55899999999997,450.29095
2023-01-16,461.47,471.6414,450.89815000000004
2023-01-17,464.38,471.00620000000004,451.5297
2023-01-18,456.36,470.25300000000004,452.1454
2023-01-19,457.42,469.63159999999993,452.75425
2023-01-20,457.45,468.9556,453.3068
2023-01-23,456.23,468.0396,453.88115
2023-01-24,455.57,467.3968,454.45055
2023-01-25,442.53,466.46979999999996,454.91525
2023-01-26,438.99,465.49080000000004,455.3634
2023-01-27,439.89,464.42019999999997,455.80255000000005
2023-01-30,441.26,463.3378000000001,456.2767
2023-01-31,434.44,462.2298,456.704
2023-02-01,443.45,461.3454,457.18045
2023-02-02,437.7,460.4618,457.59985
2023-02-03,444.7,459.54759999999993,458.0198
2023-02-06,447.97,458.6896,458.37989999999996
2023-02-07,443.7,457.4418,458.7003000000001
2023-02-08,456.55,456.45480000000003,459.07405
2023-02-09,448.31,455.40920000000006,459.3996000000001
2023-02-10,455.12,454.7298,459.7687
2023-02-13,462.62,454.4686,460.16394999999994
2023-02-14,458.04,454.3448,460.5440500000001
2023-02-15,468.47,454.38480000000004,460.9701
2023-02-16,466.91,454.31300000000005,461.347
2023-02-17,469.31,454.5152,461.7655499999999
2023-02-20,471.52,454.62559999999996,462.15905
2023-02-21,470.81,454.78700000000003,462.50665000000004
2023-02-22,477.14,455.048,462.8884499999999
2023-02-23,483.43,455.1904,463.3664
2023-02-24,470.58,454.93460000000005,463.79740000000004
2023-02-27,480.63,454.91479999999996,464.23785
2023-02-28,468.49,454.7808,464.61715
2023-03-01,476.45,455.1172,465.06575
2023-03-02,485.27,455.7282,465.5726
2023-03-03,477.29,456.20439999999996,466.01279999999997
2023-03-06,474.49,456.75919999999996,466.421
2023-03-07,466.58,457.1688,466.7959
2023-03-08,465.28,457.5364,467.17440000000005
2023-03-09,463.3,457.89060000000006,467.5538
2023-03-10,469.31,458.45059999999995,467.99005
2023-03-13,479.38,459.1832,468.4263
2023-03-14,490.32,460.06739999999996,468.926
2023-03-15,486.29,461.01779999999997,469.36660000000006
2023-03-16,484.98,461.73940000000005,469.75115
2023-03-17,472.57,462.2214,470.04009999999994
2023-03-20,466.89,462.5818,470.31344999999993
2023-03-21,474.32,462.98479999999995,470.6096
2023-03-22,486.83,463.599,470.96785000000006
2023-03-23,477.74,463.88800000000003,471.30875
2023-03-24,473.59,464.04640000000006,471.6172
2023-03-27,473.67,464.29040000000003,471.96270000000004
2023-03-28,476.05,464.5238,472.2807
2023-03-29,470.3,464.8025999999999,472.58375
2023-03-30,473.73,465.12880000000007,472.89625
2023-03-31,470.49,465.3896,473.1821
2023-04-03,470.66,465.6782,473.476
2023-04-04,475.01,466.06700000000006,473.77130000000005
2023-04-05,475.34,466.7232000000001,474.0825
2023-04-06,472.37,467.3908,474.34909999999996
2023-04-07,471.84,468.0298,474.65574999999995
2023-04-10,471.46,468.63379999999995,474.95520000000005
2023-04-11,469.0,469.325,475.17730000000006
2023-04-12,467.37,469.80339999999995,475.42314999999996
2023-04-13,479.57,470.64079999999996,475.751
2023-04-14,484.12,471.42920000000004,476.08349999999996
2023-04-17,482.16,472.11300000000006,476.39905
2023-04-18,487.77,472.99440000000004,476.7298
2023-04-19,485.5,473.57340000000005,477.03165
2023-04-20,494.85,474.50419999999997,477.35760000000005
2023-04-21,498.03,475.3624,477.66025
2023-04-24,497.49,476.05980000000005,477.94475
2023-04-25,501.3,476.925,478.25535
2023-04-26,489.35,477.34259999999995,478.48150000000004
2023-04-27,481.03,477.625,478.59725
2023-04-28,472.35,477.68580000000003,478.673
2023-05-01,473.69,477.72920000000005,478.78895000000006
2023-05-02,487.09,478.05479999999994,478.93089999999995
2023-05-03,504.81,478.6082,479.16445
2023-05-04,510.21,479.1438,479.5007
2023-05-05,514.55,480.0232,479.82755000000003
2023-05-08,500.46,480.4198,480.1015
2023-05-09,496.5,480.98,480.3575
2023-05-10,490.67,481.26439999999997,480.57135
2023-05-11,486.18,481.2826,480.75465
2023-05-12,485.19,481.4406000000001,480.9064000000001
2023-05-15,481.88,481.5884,481.05580000000003
2023-05-16,467.37,481.60420000000005,481.11295000000007
2023-05-17,473.19,481.76239999999996,481.20714999999996
2023-05-18,465.54,481.8072,481.23515
2023-05-19,467.57,481.77240000000006,481.24954999999994
2023-05-22,483.39,481.8526,481.37564999999995
2023-05-23,476.72,481.58060000000006,481.4275
2023-05-24,458.37,481.0222,481.4058
2023-05-25,456.58,480.45419999999996,481.34414999999996
2023-05-26,464.84,480.2996,481.3088
2023-05-29,479.69,480.5556,481.27695
2023-05-30,470.77,480.48460000000006,481.20759999999996
2023-05-31,474.75,480.24300000000005,481.17
2023-06-01,471.56,480.1193999999999,481.11575
2023-06-02,471.06,480.06879999999995,481.06905000000006
2023-06-05,491.38,480.423,481.09205
2023-06-06,480.17,480.5054,481.11875
2023-06-07,482.38,480.74700000000007,481.19419999999997
2023-06-08,486.24,480.99719999999996,481.32655
2023-06-09,494.92,481.48580000000004,481.46625
2023-06-12,495.98,481.9922,481.54605
2023-06-13,498.69,482.46579999999994,481.6419
2023-06-14,495.92,482.87739999999997,481.72885
2023-06-15,498.32,483.39639999999997,481.82375
2023-06-16,495.93,483.8782,481.861
2023-06-19,501.11,484.4712,481.9581
2023-06-20,498.49,485.061,482.0316
2023-06-21,501.76,485.7488000000001,482.08254999999997
2023-06-22,501.83,486.194,482.1129
2023-06-23,511.11,486.7338,482.18080000000003
2023-06-26,511.0,487.31059999999997,482.20709999999997
2023-06-27,497.23,487.49979999999994,482.26849999999996
2023-06-28,507.51,487.94,482.35380000000004
2023-06-29,500.62,488.0554,482.42834999999997
2023-06-30,495.79,488.01060000000007,482.54634999999996
2023-07-03,491.45,487.8898,482.62215
2023-07-04,502.5,487.9138,482.69969999999995
2023-07-05,486.17,487.85020000000003,482.6994
2023-07-06,511.1,488.4516,482.78549999999996
2023-07-07,519.98,489.4042,482.851
2023-07-10,522.13,490.37299999999993,482.87269999999995
2023-07-11,521.99,491.0710000000001,482.82435000000004
2023-07-12,524.65,491.4678,482.75645
2023-07-13,529.29,491.8494,482.70695
2023-07-14,535.01,492.2586,482.75165
2023-07-17,540.04,493.05019999999996,482.83009999999996
2023-07-18,541.12,493.9426,482.94700000000006
2023-07-19,539.76,494.92440000000005,482.96549999999996
2023-07-20,538.8,495.9768,482.985
2023-07-21,537.47,497.0224,482.99105000000003
2023-07-24,547.48,498.3344,483.02214999999995
2023-07-25,552.95,500.046,483.07714999999996
2023-07-26,528.24,501.147,482.93365
2023-07-27,534.04,502.517,482.84464999999994
2023-07-28,536.0,503.88559999999995,482.75534999999996
2023-07-31,536.16,504.941,482.69739999999996
2023-08-01,533.21,506.07079999999996,482.67945
2023-08-02,543.06,507.7646,482.7349
2023-08-03,551.55,509.664,482.83279999999996
2023-08-04,545.2,511.2712,482.9153
2023-08-07,549.03,512.6579999999999,483.04404999999997
2023-08-08,541.02,514.063,483.18855
2023-08-09,529.71,515.1622,483.2783
2023-08-10,524.82,516.2274000000001,483.40205000000003
2023-08-11,532.31,517.4524,483.53165
2023-08-14,540.68,518.4384,483.69829999999996
2023-08-15,545.39,519.7428,483.94454999999994
2023-08-16,551.98,521.1347999999999,484.23435000000006
2023-08-17,556.82,522.5464,484.57599999999996
2023-08-18,551.55,523.679,484.8775
2023-08-21,555.65,524.8724,485.1456
2023-08-22,563.03,526.1592,485.5222
2023-08-23,570.1,527.6428,485.92830000000004
2023-08-24,581.22,529.3008,486.3947
2023-08-25,588.09,531.144,486.86805
2023-08-28,591.7,532.9558,487.34964999999994
2023-08-29,602.12,535.0284,487.91105000000005
2023-08-30,602.23,537.0378,488.48385
2023-08-31,594.27,538.8866,489.04580000000004
2023-09-01,593.1,540.5264,489.55924999999996
2023-09-04,586.53,542.0369999999999,490.03754999999995
2023-09-05,580.68,543.706,490.4105
2023-09-06,579.7,545.1497999999999,490.7795
2023-09-07,572.85,546.5944000000001,491.1408
2023-09-08,570.42,548.087,491.54745
2023-09-11,553.99,549.3378,491.939
2023-09-12,556.19,550.4116,492.3988
2023-09-13,556.53,551.8188,492.84909999999996
2023-09-14,549.74,552.5916000000001,493.2453
2023-09-15,555.81,553.3081999999999,493.72835
2023-09-18,564.41,554.1537999999999,494.2204
2023-09-19,550.63,554.7266,494.65985
2023-09-20,544.38,555.1212,495.06129999999996
2023-09-21,538.14,555.2982,495.37045
2023-09-22,530.55,555.2090000000001,495.60635
2023-09-25,537.85,555.1652,495.8875
2023-09-26,536.53,555.0734,496.19419999999997
2023-09-27,534.62,554.9706,496.56915000000004
2023-09-28,518.32,554.561,496.88715
2023-09-29,523.84,554.2883999999999,497.23895
2023-10-02,514.02,553.6192,497.57529999999997
2023-10-03,514.81,552.8564,497.91885
2023-10-04,517.38,552.6392000000001,498.27125
2023-10-05,528.9,552.5364,498.6878
2023-10-06,518.42,552.1848,499.07335
2023-10-09,494.63,551.3542,499.33275000000003
2023-10-10,496.36,550.6172,499.584
2023-10-11,510.94,549.9748000000001,499.94485000000003
2023-10-12,521.32,549.3702000000001,500.30695
2023-10-13,523.36,548.9334,500.6814
2023-10-16,519.63,548.3454,501.03520000000003
2023-10-17,526.59,548.0568,501.39730000000003
2023-10-18,518.89,547.8404,501.71115
2023-10-19,523.11,547.8062,502.01025000000004
2023-10-20,527.6,547.712,502.3199000000001
2023-10-23,536.8,547.6344,502.69655
2023-10-24,560.98,547.9462,503.17955
2023-10-25,564.79,548.2024,503.7217
2023-10-26,560.62,548.2784,504.23769999999996
2023-10-27,560.73,548.462,504.75410000000005
2023-10-30,545.65,548.2620000000001,505.20120000000003
2023-10-31,540.03,547.802,505.6235
2023-11-01,536.88,547.1376,506.09525
2023-11-02,532.78,546.1687999999999,506.56419999999997
2023-11-03,534.38,545.0946,507.03665
2023-11-06,527.82,543.817,507.46945
2023-11-07,537.54,542.5254,507.98495
2023-11-08,537.86,541.2379999999999,508.457
2023-11-09,538.1,540.1146,508.959
2023-11-10,535.65,538.9656,509.41375
2023-11-13,537.28,537.9806000000001,509.86030000000005
2023-11-14,544.63,537.2596,510.36494999999996
2023-11-15,537.56,536.4168,510.77
2023-11-16,532.34,535.6066,511.19015
2023-11-17,530.11,534.8004,511.56510000000003
2023-11-20,519.31,534.1067999999999,511.84855000000005
2023-11-21,512.95,533.242,512.1231
2023-11-22,509.42,532.2998,512.32785
2023-11-23,516.79,531.6408,512.57725
2023-11-24,519.25,530.9096000000001,512.8269500000001
2023-11-27,521.14,530.0442,513.07505
2023-11-28,528.49,529.6014,513.3634500000001
2023-11-29,527.66,529.2669999999999,513.6160500000001
2023-11-30,531.23,529.1288,513.85505
2023-12-01,530.68,529.1314,514.15555
2023-12-04,533.22,529.0387999999999,514.4185000000001
2023-12-05,528.66,528.8814,514.71935
2023-12-06,509.05,528.37,514.88235
2023-12-07,508.27,528.169,514.99735
2023-12-08,520.1,528.0942,515.2114
2023-12-11,528.06,528.375,515.47925
2023-12-12,536.47,528.8081999999999,515.8287
2023-12-13,547.34,529.4073999999999,516.239
2023-12-14,548.43,529.798,516.6646499999999
2023-12-15,550.46,530.4388,517.0704000000001
2023-12-18,545.46,531.4554,517.4007999999999
2023-12-19,543.07,532.3896,517.66455
2023-12-20,548.69,533.1446,517.97655
2023-12-21,559.53,533.9087999999999,518.3493
2023-12-22,558.63,534.6142000000001,518.7796000000001
2023-12-25,555.02,535.322,519.22025
2023-12-26,555.35,535.8972,519.6254
2023-12-27,560.97,536.7388000000001,519.9961
2023-12-28,548.68,537.2502000000001,520.3507999999999
2023-12-29,529.51,537.2883999999999,520.6304
2024-01-01,525.25,537.0574,520.8883000000001
2024-01-02,515.56,536.149,521.0858499999999
2024-01-03,511.75,535.0882,521.2931000000001
2024-01-04,510.87,534.0932,521.4788
2024-01-05,507.54,533.0294,521.6640500000001
2024-01-08,519.59,532.5082,521.9087000000001
2024-01-09,522.58,532.1591999999999,522.1465499999999
2024-01-10,525.37,531.929,522.3967
2024-01-11,530.86,531.8906,522.68915
2024-01-12,521.74,531.6378,522.93865
2024-01-15,530.66,531.6946,523.23465
2024-01-16,530.34,531.5506,523.54135
2024-01-17,536.29,531.5192000000001,523.88595
2024-01-18,527.63,531.3098,524.12625
2024-01-19,515.18,530.9004,524.28155
2024-01-22,522.17,530.5982,524.4816
2024-01-23,525.59,530.2174,524.6707
2024-01-24,518.48,529.8358000000001,524.8356
2024-01-25,511.73,529.4236,524.92
2024-01-26,521.2,529.2454,525.03585
2024-01-29,511.83,529.0958,525.10755
2024-01-30,525.55,529.3478,525.2288
2024-01-31,518.46,529.5286,525.37435
2024-02-01,524.01,529.673,525.58925
2024-02-02,521.62,529.7204,525.8356
2024-02-05,526.91,529.8358,526.1016999999999
2024-02-06,522.72,529.7204,526.27985
2024-02-07,521.7,529.6012000000001,526.3643
2024-02-08,522.34,529.4234,526.42495
2024-02-09,514.47,529.0992000000001,526.42455
2024-02-12,520.82,528.8512000000001,526.52635
2024-02-13,516.93,528.6166000000001,526.6285
2024-02-14,515.38,528.7432,526.75205
2024-02-15,507.68,528.7314,526.8595499999999
2024-02-16,487.89,528.0872,526.8730499999999
2024-02-19,486.71,527.2602,526.8972
2024-02-20,505.86,526.6479999999999,527.08965
2024-02-21,512.46,525.9504000000001,527.2860000000001
2024-02-22,512.61,525.234,527.52135
2024-02-23,510.79,524.4406,527.7374500000001
2024-02-26,511.28,523.7570000000001,527.8769
2024-02-27,516.01,523.2158000000001,528.07335
2024-02-28,506.8,522.3779999999999,528.3154999999999
2024-02-29,516.08,521.509,528.613
2024-03-01,522.24,520.7811999999999,528.9
2024-03-04,528.5,520.2507999999999,529.14405
2024-03-05,532.47,519.7932,529.4525500000001
2024-03-06,532.96,519.233,529.7436
2024-03-07,538.95,519.0383999999999,530.08055
2024-03-08,544.32,519.3346,530.4468499999999
2024-03-11,541.62,519.6619999999999,530.69805
2024-03-12,537.07,520.0922,530.9825500000001
2024-03-13,538.25,520.6222,531.2619
2024-03-14,551.87,521.4422,531.59005
2024-03-15,541.53,522.122,531.8231
2024-03-18,529.47,522.3196,531.99055
2024-03-19,531.16,522.4912,532.1529
2024-03-20,531.91,522.6220000000001,532.33285
2024-03-21,533.68,522.6784,532.50965
2024-03-22,536.05,522.9646,532.71025
2024-03-25,534.49,523.0412,532.87715
2024-03-26,547.5,523.3844,533.1222
2024-03-27,534.19,523.3424,533.28435
2024-03-28,527.58,523.3414,533.4131
2024-03-29,527.04,523.5786,533.49275
2024-04-01,513.88,523.4128,533.5071499999999
2024-04-02,512.76,523.1561999999999,533.5848000000001
2024-04-03,526.67,523.32,533.6806
2024-04-04,527.16,523.6286,533.8133
2024-04-05,529.39,523.7923999999999,533.9813
2024-04-08,519.3,523.9418000000001,534.12055
2024-04-09,514.59,523.7226,534.181
2024-04-10,511.86,523.5906,534.30945
2024-04-11,509.61,523.3026,534.302
2024-04-12,520.31,523.2764000000001,534.3036500000001
2024-04-15,525.21,523.2424000000001,534.31905
2024-04-16,516.4,523.116,534.2911
2024-04-17,518.72,523.0563999999999,534.2614500000001
2024-04-18,523.12,523.072,534.2306
2024-04-19,532.91,523.4408,534.2201
2024-04-22,546.67,523.9578,534.2532500000001
2024-04-23,538.32,524.3856,534.23925
2024-04-24,531.81,524.7142,534.1995000000001
2024-04-25,521.69,524.9944,534.1139499999999
2024-04-26,520.08,525.6382,534.0269999999999
2024-04-29,524.22,526.3883999999999,533.9107
2024-04-30,532.76,526.9264000000001,533.80975
2024-05-01,532.44,527.326,533.83075
2024-05-02,530.08,527.6754,533.81095
2024-05-03,531.66,528.0928,533.78925
2024-05-06,525.03,528.3678,533.7336
2024-05-07,542.91,528.9058,533.7821
2024-05-08,529.66,529.363,533.7151
2024-05-09,531.52,529.6718,533.6149499999999
2024-05-10,549.05,530.2080000000001,533.6342
2024-05-13,549.44,530.6268,533.63625
2024-05-14,548.12,530.9398,533.67175
2024-05-15,545.37,531.188,533.7500500000001
2024-05-16,544.15,531.2919999999999,533.8466999999999
2024-05-17,556.37,531.533,533.967
2024-05-20,537.65,531.4535999999999,533.95185
2024-05-21,551.12,531.7346,533.9805
2024-05-22,539.22,531.7539999999999,533.9167
2024-05-23,537.28,531.4622,533.819
2024-05-24,533.97,531.311,533.7311
2024-05-27,539.27,531.507,533.6492000000001
2024-05-28,526.18,531.4073999999999,533.4649499999999
2024-05-29,530.34,531.376,533.2661499999999
2024-05-30,547.84,531.6591999999999,533.09925
2024-05-31,536.53,531.6687999999999,532.84145
2024-06-03,538.45,531.7479999999999,532.5752
2024-06-04,533.18,531.4616,532.2305
2024-06-05,537.09,531.5196,531.9048
2024-06-06,537.57,531.7194000000001,531.6213
2024-06-07,532.49,531.8284,531.31825
2024-06-10,536.91,532.289,531.07015
2024-06-11,552.72,533.0882,530.93035
2024-06-12,551.39,533.5826000000001,530.7888
2024-06-13,558.0,534.1994,530.71455
2024-06-14,547.08,534.5532,530.59785
2024-06-17,539.22,534.9516,530.5239999999999
2024-06-18,543.57,535.5312,530.4609
2024-06-19,556.76,536.4292,530.46205
2024-06-20,560.22,537.4414,530.51445
2024-06-21,557.8,538.1912,530.5244
2024-06-24,558.12,538.8494000000001,530.49295
2024-06-25,547.56,539.4726,530.4775999999999
2024-06-26,553.13,540.1608,530.52135
2024-06-27,561.2,540.9224,530.63665
2024-06-28,557.55,541.4152,530.77165
2024-07-01,553.77,541.5572,530.85125
2024-07-02,556.43,541.9194,530.95075
2024-07-03,552.94,542.342,531.04235
2024-07-04,552.7,542.9622,531.21425
2024-07-05,571.62,543.993,531.45315
2024-07-08,569.74,544.9034,531.7317499999999
2024-07-09,566.87,545.5856,531.9920500000001
2024-07-10,561.45,546.1658,532.2124
2024-07-11,568.41,546.9324,532.40995
2024-07-12,567.13,547.6417999999999,532.6535
2024-07-15,561.69,548.375,532.9888
