Date,Price,MA50,MA200
2023-01-10,195.54,202.56119999999999,176.37975000000003
2023-01-11,190.76,202.28599999999997,176.53365000000002
2023-01-12,189.37,202.01600000000002,176.6751
2023-01-13,189.9,201.74880000000002,176.8279
2023-01-16,194.88,201.4098,177.00015
2023-01-17,190.1,201.1104,177.12605000000002
2023-01-18,194.13,200.83980000000003,177.2722
2023-01-19,194.26,200.68619999999999,177.39555000000001
2023-01-20,191.02,200.49939999999998,177.5406
2023-01-23,192.67,200.266,177.68169999999998
2023-01-24,193.44,200.04139999999998,177.825
2023-01-25,191.5,199.8532,177.9625
2023-01-26,191.82,199.7198,178.09990000000002
2023-01-27,190.62,199.51260000000002,178.25925000000004
2023-01-30,191.09,199.36440000000002,178.4236
2023-01-31,193.43,199.24599999999998,178.5943
2023-02-01,199.01,199.23399999999998,178.77145000000002
2023-02-02,194.8,199.1816,178.93465
2023-02-03,202.37,199.1264,179.1468
2023-02-06,195.61,198.888,179.33180000000002
2023-02-07,195.18,198.78459999999998,179.50135000000003
2023-02-08,197.31,198.7088,179.67649999999998
2023-02-09,198.39,198.6994,179.86419999999998
2023-02-10,196.31,198.58620000000002,180.0338
2023-02-13,195.69,198.5148,180.1985
2023-02-14,194.09,198.4176,180.34080000000003
2023-02-15,192.17,198.24439999999998,180.48329999999999
2023-02-16,195.16,198.06719999999999,180.6451
2023-02-17,196.49,198.00019999999998,180.81875
2023-02-20,194.2,197.90900000000002,181.00119999999998
2023-02-21,197.4,197.9132,181.19514999999998
2023-02-22,198.56,197.9838,181.39085
2023-02-23,201.53,197.98860000000002,181.60095
2023-02-24,203.87,198.00940000000003,181.82565
2023-02-27,201.01,198.06040000000002,182.0553
2023-02-28,199.13,198.007,182.2809
2023-03-01,201.87,197.85240000000002,182.52445
2023-03-02,204.15,197.66440000000003,182.78979999999999
2023-03-03,204.17,197.58780000000002,183.05705
2023-03-06,204.69,197.555,183.32115000000002
2023-03-07,209.46,197.5224,183.58305000000001
2023-03-08,207.38,197.49859999999998,183.83175
2023-03-09,209.49,197.4822,184.08704999999998
2023-03-10,208.85,197.393,184.33980000000003
2023-03-13,208.14,197.3568,184.61495000000002
2023-03-14,212.32,197.4066,184.91100000000003
2023-03-15,215.54,197.7522,185.222
2023-03-16,218.75,198.231,185.51460000000003
2023-03-17,223.96,198.8296,185.8356
2023-03-20,224.15,199.5146,186.15289999999996
2023-03-21,226.97,200.1432,186.4844
2023-03-22,225.84,200.8448,186.82625
2023-03-23,227.24,201.60219999999998,187.15869999999998
2023-03-24,226.83,202.34079999999997,187.47799999999998
2023-03-27,227.32,202.98960000000002,187.7879
2023-03-28,229.83,203.78420000000003,188.12310000000002
2023-03-29,226.65,204.4346,188.42164999999997
2023-03-30,235.28,205.255,188.78330000000003
2023-03-31,231.25,206.0596,189.11595
2023-04-03,226.46,206.7354,189.3918
2023-04-04,231.24,207.4914,189.706
2023-04-05,234.61,208.3536,190.045
2023-04-06,237.32,209.2636,190.3957
2023-04-07,240.07,210.25259999999997,190.76715000000002
2023-04-10,240.14,211.23359999999997,191.1609
2023-04-11,236.48,212.0946,191.535
2023-04-12,236.91,212.85260000000002,191.9259
2023-04-13,234.21,213.64079999999998,192.29625
2023-04-14,238.38,214.36100000000002,192.69995000000003
2023-04-17,237.88,215.2064,193.0789
2023-04-18,234.55,215.99379999999996,193.45195
2023-04-19,233.34,216.71439999999998,193.8231
2023-04-20,235.15,217.44960000000003,194.19145
2023-04-21,232.94,218.18219999999997,194.56570000000002
2023-04-24,229.69,218.8622,194.92015
2023-04-25,230.79,219.59620000000004,195.2612
2023-04-26,231.9,220.3908,195.63015
2023-04-27,229.95,221.0866,195.98635
2023-04-28,228.15,221.71980000000002,196.32954999999998
2023-05-01,229.2,222.4198,196.66655000000003
2023-05-02,223.53,222.94240000000002,196.99225
2023-05-03,218.15,223.33419999999998,197.30894999999998
2023-05-04,215.5,223.61360000000002,197.60485
2023-05-05,214.8,223.83219999999997,197.89275
2023-05-08,216.08,224.13359999999997,198.1832
2023-05-09,221.88,224.5886,198.49745
2023-05-10,225.37,225.05859999999996,198.83825000000002
2023-05-11,224.85,225.47259999999997,199.17285
2023-05-12,224.88,225.8868,199.50314999999998
2023-05-15,221.04,226.21380000000002,199.82379999999998
2023-05-16,221.07,226.446,200.11794999999998
2023-05-17,220.06,226.69960000000003,200.39985000000001
2023-05-18,221.42,226.9382,200.7052
2023-05-19,218.31,227.12740000000002,200.98524999999998
2023-05-22,220.43,227.3732,201.2894
2023-05-23,226.58,227.6584,201.61275
2023-05-24,226.25,227.87260000000003,201.91735
2023-05-25,227.97,228.05700000000002,202.24200000000002
2023-05-26,230.87,228.1952,202.5668
2023-05-29,229.35,228.29919999999998,202.87755
2023-05-30,230.37,228.36720000000003,203.18079999999998
2023-05-31,230.53,228.461,203.45555000000002
2023-06-01,231.04,228.537,203.7362
2023-06-02,228.02,228.56080000000003,204.0129
2023-06-05,228.22,228.57879999999997,204.30365
2023-06-06,230.35,228.58919999999998,204.6168
2023-06-07,236.43,228.7848,204.96110000000002
2023-06-08,240.58,228.8908,205.32065000000003
2023-06-09,250.01,229.26600000000002,205.72285
2023-06-12,246.77,229.6722,206.09595000000002
2023-06-13,250.71,230.0616,206.48815000000002
2023-06-14,251.65,230.40239999999997,206.86225000000002
2023-06-15,261.68,230.8896,207.2902
2023-06-16,258.1,231.2502,207.65655000000004
2023-06-19,254.43,231.53600000000003,207.99385
2023-06-20,251.87,231.8438,208.33195
2023-06-21,242.72,231.96,208.6411
2023-06-22,240.6,232.08780000000002,208.93149999999997
2023-06-23,237.51,232.07039999999998,209.2096
2023-06-26,238.26,232.078,209.4795
2023-06-27,239.81,232.18320000000003,209.74895
2023-06-28,248.0,232.47640000000004,210.06009999999998
2023-06-29,252.31,232.81959999999998,210.40614999999997
2023-06-30,249.87,233.1582,210.7637
2023-07-03,246.06,233.4856,211.10879999999997
2023-07-04,248.33,233.8364,211.45135
2023-07-05,242.73,234.053,211.76205000000002
2023-07-06,250.81,234.4702,212.13235
2023-07-07,256.21,235.0314,212.52655
2023-07-10,254.22,235.5318,212.9043
2023-07-11,246.77,235.9966,213.2582
2023-07-12,252.85,236.69060000000002,213.6397
2023-07-13,252.46,237.4298,214.01795
2023-07-14,258.16,238.297,214.44189999999998
2023-07-17,251.12,238.9978,214.82475
2023-07-18,248.6,239.53220000000002,215.1859
2023-07-19,248.74,239.99960000000002,215.53029999999998
2023-07-20,249.06,240.4838,215.859
2023-07-21,247.21,240.93040000000002,216.20005
2023-07-24,250.06,241.51080000000002,216.56959999999998
2023-07-25,245.51,241.99960000000002,216.90795000000003
2023-07-26,245.01,242.4986,217.23530000000002
2023-07-27,245.65,242.9832,217.55719999999997
2023-07-28,248.01,243.5772,217.8267
2023-07-31,251.26,244.19379999999998,218.10215
2023-08-01,246.44,244.59099999999998,218.33320000000003
2023-08-02,239.98,244.86559999999997,218.51445
2023-08-03,245.56,245.21740000000003,218.71134999999998
2023-08-04,247.12,245.5424,218.9213
2023-08-07,244.0,245.83540000000002,219.1013
2023-08-08,250.89,246.24580000000003,219.32935
2023-08-09,251.52,246.66559999999998,219.56435000000002
2023-08-10,256.93,247.1834,219.83465
2023-08-11,257.36,247.77020000000002,220.10514999999998
2023-08-14,267.01,248.54600000000002,220.38105
2023-08-15,275.54,249.44979999999998,220.7334
2023-08-16,274.46,250.21040000000002,221.0674
2023-08-17,279.34,250.9856,221.45440000000002
2023-08-18,282.67,251.6388,221.86595
2023-08-21,289.72,252.49779999999998,222.29285
2023-08-22,284.96,253.1828,222.6943
2023-08-23,288.57,253.92120000000003,223.13260000000002
2023-08-24,294.15,254.5706,223.61090000000002
2023-08-25,285.3,255.1146,224.0325
2023-08-28,279.54,255.6168,224.4377
2023-08-29,269.79,255.9752,224.78990000000002
2023-08-30,268.64,256.4936,225.13505
2023-08-31,272.19,257.12539999999996,225.50889999999998
2023-09-01,279.63,257.9678,225.88139999999999
2023-09-04,280.13,258.8052,226.2444
2023-09-05,288.43,259.7776,226.68480000000002
2023-09-06,281.63,260.4502,227.08745
2023-09-07,273.43,260.8726,227.46030000000002
2023-09-08,273.29,261.341,227.81690000000003
2023-09-11,275.28,261.92539999999997,228.197
2023-09-12,275.25,262.4638,228.57850000000002
2023-09-13,265.52,262.9196,228.90195
2023-09-14,265.23,263.20799999999997,229.208
2023-09-15,259.32,263.2702,229.5054
2023-09-18,262.52,263.4362,229.8242
2023-09-19,264.35,263.7878,230.16
2023-09-20,260.13,263.9334,230.4855
2023-09-21,257.91,264.04240000000004,230.76859999999996
2023-09-22,253.25,263.9442,231.0207
2023-09-25,253.09,263.9836,231.29385000000002
2023-09-26,257.52,264.162,231.57245
2023-09-27,253.2,264.2512,231.79045000000002
2023-09-28,255.58,264.3816,232.00060000000002
2023-09-29,253.32,264.50379999999996,232.2272
2023-10-02,249.92,264.501,232.44514999999998
2023-10-03,249.57,264.5822,232.63755
2023-10-04,245.17,264.5854,232.82055
2023-10-05,242.91,264.5306,232.98355000000004
2023-10-06,237.94,264.32919999999996,233.1067
2023-10-09,246.45,264.233,233.28920000000002
2023-10-10,246.72,264.2386,233.47365
2023-10-11,243.81,264.3152,233.7014
2023-10-12,244.85,264.301,233.95159999999998
2023-10-13,244.48,264.2482,234.20385000000002
2023-10-16,243.64,264.24100000000004,234.47255
2023-10-17,246.41,264.15139999999997,234.7269
2023-10-18,249.85,264.118,235.02234999999996
2023-10-19,247.64,263.9322,235.31369999999998
2023-10-20,245.25,263.69,235.59044999999998
2023-10-23,244.18,263.2334,235.83695
2023-10-24,234.58,262.4142,236.05934999999997
2023-10-25,228.5,261.495,236.2312
2023-10-26,234.19,260.592,236.43085
2023-10-27,241.2,259.76259999999996,236.68175
2023-10-30,240.26,258.7734,236.9197
2023-10-31,242.83,257.93080000000003,237.16665
2023-11-01,244.28,257.045,237.43055
2023-11-02,258.04,256.3228,237.76165
2023-11-03,263.31,255.88299999999998,238.12509999999997
2023-11-06,262.84,255.54899999999998,238.48385000000002
2023-11-07,258.57,255.3246,238.80955000000003
2023-11-08,251.46,254.981,239.0718
2023-11-09,252.49,254.58700000000002,239.36025
2023-11-10,249.26,253.9796,239.59470000000002
2023-11-13,243.2,253.241,239.83265
2023-11-14,240.56,252.2836,240.05954999999997
2023-11-15,236.13,251.3736,240.25365000000002
2023-11-16,243.37,250.7724,240.47854999999998
2023-11-17,247.31,250.25279999999998,240.73355
2023-11-20,247.39,249.695,240.99205
2023-11-21,254.05,249.27100000000002,241.29184999999998
2023-11-22,254.52,249.05100000000002,241.6036
2023-11-23,250.8,248.7624,241.88179999999997
2023-11-24,257.75,248.731,242.18809999999996
2023-11-27,260.34,248.68740000000003,242.5188
2023-11-28,255.74,248.5152,242.8105
2023-11-29,255.01,248.41279999999998,243.09275000000002
2023-11-30,251.22,248.27899999999997,243.3412
2023-12-01,245.28,248.1196,243.54825
2023-12-04,249.44,248.0466,243.7904
2023-12-05,258.11,248.0584,244.08530000000002
2023-12-06,251.94,248.0332,244.33565
2023-12-07,254.57,248.013,244.58774999999997
2023-12-08,251.79,247.9824,244.82585
2023-12-11,249.75,247.979,245.05114999999998
2023-12-12,247.27,247.933,245.24020000000002
2023-12-13,243.65,247.9026,245.42155
2023-12-14,243.98,247.924,245.59400000000002
2023-12-15,240.54,247.976,245.75244999999998
2023-12-18,241.81,247.8832,245.92079999999999
2023-12-19,241.71,247.783,246.06775
2023-12-20,240.8,247.72280000000003,246.19404999999998
2023-12-21,237.09,247.56759999999997,246.28574999999998
2023-12-22,234.81,247.37420000000003,246.34
2023-12-25,238.07,247.2628,246.40960000000004
2023-12-26,240.3,247.14059999999998,246.47625
2023-12-27,236.3,246.86960000000002,246.52855
2023-12-28,236.83,246.6534,246.5765
2023-12-29,240.1,246.5504,246.64285
2024-01-01,233.25,246.33180000000002,246.6725
2024-01-02,235.6,246.35219999999998,246.70135
2024-01-03,232.98,246.4418,246.73300000000003
2024-01-04,235.45,246.467,246.73385
2024-01-05,232.41,246.2912,246.73965
2024-01-08,225.23,245.9906,246.7335
2024-01-09,218.96,245.51319999999998,246.6721
2024-01-10,219.25,245.0126,246.59529999999998
2024-01-11,220.37,244.25920000000002,246.51055
2024-01-12,216.98,243.3326,246.39509999999999
2024-01-15,219.54,242.4666,246.2921
2024-01-16,213.3,241.5612,246.1762
2024-01-17,213.16,240.7952,246.05745
2024-01-18,208.75,239.9204,245.93015
2024-01-19,206.46,239.06439999999998,245.77055000000001
2024-01-22,206.74,238.33519999999996,245.61485000000002
2024-01-23,203.72,237.5984,245.4607
2024-01-24,202.44,236.9246,245.3062
2024-01-25,206.16,236.18040000000002,245.16125
2024-01-26,204.17,235.31760000000003,245.01739999999998
2024-01-29,207.3,234.5158,244.90545000000003
2024-01-30,203.31,233.50099999999998,244.76805000000002
2024-01-31,205.32,232.51699999999997,244.63514999999998
2024-02-01,210.7,231.715,244.53889999999998
2024-02-02,201.81,230.59619999999998,244.40720000000002
2024-02-05,199.09,229.3712,244.25664999999998
2024-02-06,201.22,228.28080000000003,244.14509999999999
2024-02-07,200.6,227.19259999999997,244.05734999999996
2024-02-08,202.01,226.2084,243.9899
2024-02-09,199.97,225.3022,243.91575
2024-02-12,200.37,224.3208,243.83720000000002
2024-02-13,199.91,223.1568,243.72735
2024-02-14,204.17,222.2014,243.62134999999998
2024-02-15,205.19,221.21380000000002,243.52305
2024-02-16,206.51,220.3082,243.43120000000002
2024-02-19,205.11,219.41539999999998,243.35155000000003
2024-02-20,203.45,218.53900000000002,243.26345
2024-02-21,202.0,217.706,243.17315
2024-02-22,203.51,216.8966,243.08360000000002
2024-02-23,202.1,216.12780000000004,243.00255
2024-02-26,203.23,215.3562,242.91655
2024-02-27,210.91,214.74020000000002,242.8382
2024-02-28,214.28,214.2098,242.77835
2024-02-29,213.15,213.73100000000002,242.70425
2024-03-01,217.82,213.3912,242.639
2024-03-04,216.36,212.957,242.57405
2024-03-05,208.82,212.3274,242.46630000000002
2024-03-06,205.24,211.7062,242.33985
2024-03-07,198.67,210.94299999999998,242.178
2024-03-08,197.54,210.09179999999998,242.02559999999997
2024-03-11,197.69,209.3806,241.87294999999997
2024-03-12,203.72,208.74300000000002,241.7398
2024-03-13,205.0,208.1834,241.58265
2024-03-14,204.31,207.56060000000002,241.40129999999996
2024-03-15,207.42,207.06080000000003,241.18834999999999
2024-03-18,199.58,206.5478,240.95239999999998
2024-03-19,200.5,206.17860000000002,240.70135
2024-03-20,203.35,205.8606,240.45984999999996
2024-03-21,198.21,205.4174,240.1425
2024-03-22,202.34,205.1246,239.8637
2024-03-25,203.65,204.8068,239.6098
2024-03-26,202.26,204.58599999999998,239.36175000000003
2024-03-27,204.63,204.4154,239.1713
2024-03-28,213.09,204.5022,239.03375
2024-03-29,213.88,204.65060000000003,238.9156
2024-04-01,214.92,204.81420000000003,238.7989
2024-04-02,213.29,205.0056,238.6663
2024-04-03,210.21,205.16100000000003,238.47735
2024-04-04,213.41,205.30599999999998,238.28285
2024-04-05,210.32,205.42899999999997,238.0851
2024-04-08,210.68,205.4966,237.9082
2024-04-09,209.01,205.6106,237.7116
2024-04-10,210.89,205.722,237.55239999999998
2024-04-11,212.23,205.75259999999997,237.3595
2024-04-12,216.26,206.0416,237.15975000000003
2024-04-15,214.42,206.3482,236.96075000000002
2024-04-16,213.51,206.59399999999997,236.79445000000004
2024-04-17,209.95,206.78100000000003,236.57995
2024-04-18,208.41,206.90900000000002,236.35969999999998
2024-04-19,209.9,207.1076,236.1184
2024-04-22,212.83,207.3568,235.92695
2024-04-23,209.49,207.54840000000002,235.7314
2024-04-24,212.83,207.7216,235.55185
2024-04-25,218.09,207.9796,235.39700000000002
2024-04-26,219.79,208.2452,235.2599
2024-04-29,227.29,208.68880000000001,235.14605
2024-04-30,224.32,209.1062,235.0401
2024-05-01,219.55,209.4572,234.91279999999998
2024-05-02,212.87,209.6444,234.74890000000002
2024-05-03,218.67,209.9758,234.6022
2024-05-06,221.31,210.33739999999997,234.45245
2024-05-07,221.2,210.54319999999998,234.32625
2024-05-08,222.4,210.70559999999998,234.23835
2024-05-09,218.13,210.8052,234.10120000000003
2024-05-10,227.86,211.00599999999997,234.00490000000002
2024-05-13,228.49,211.24859999999998,233.92735000000002
2024-05-14,229.04,211.653,233.81810000000002
2024-05-15,232.1,212.1902,233.72099999999998
2024-05-16,234.19,212.90060000000003,233.6073
2024-05-17,235.23,213.6544,233.49665000000002
2024-05-20,232.08,214.34220000000002,233.322
2024-05-21,234.13,214.95039999999997,233.11495
2024-05-22,242.15,215.69339999999997,232.9534
2024-05-23,248.08,216.56879999999998,232.7971
2024-05-24,255.27,217.52579999999998,232.66009999999997
2024-05-27,253.1,218.59619999999998,232.477
2024-05-28,248.84,219.563,232.2964
2024-05-29,248.41,220.46419999999998,232.09560000000002
2024-05-30,248.77,221.4754,231.8687
2024-05-31,253.74,222.5034,231.7109
2024-06-03,246.39,223.3582,231.54515
2024-06-04,253.25,224.378,231.46245
2024-06-05,252.67,225.33879999999996,231.38260000000002
2024-06-06,250.89,226.09480000000002,231.2761
2024-06-07,246.57,226.7486,231.1108
2024-06-10,239.59,227.24200000000002,230.9081
2024-06-11,243.21,227.84040000000002,230.68199999999996
2024-06-12,243.64,228.509,230.49204999999998
2024-06-13,238.27,229.00619999999998,230.31625
2024-06-14,233.0,229.4598,230.1148
2024-06-17,231.74,229.88099999999997,229.8971
2024-06-18,238.77,230.47619999999998,229.71470000000002
2024-06-19,237.8,231.0144,229.5761
2024-06-20,231.68,231.4034,229.40834999999998
2024-06-21,230.79,231.69400000000002,229.2657
2024-06-24,229.79,232.0014,229.10205000000002
2024-06-25,219.22,232.1156,228.8764
2024-06-26,219.12,232.29899999999998,228.67135
2024-06-27,218.33,232.49739999999997,228.47345
2024-06-28,221.13,232.722,228.31285
2024-07-01,228.57,233.0368,228.19025
2024-07-02,233.27,233.5124,228.06900000000002
2024-07-03,232.28,233.9014,227.96439999999998
2024-07-04,227.9,234.09760000000003,227.826
